Temperature [K],Voltage [V],Resistance [Ohm],Current Source [A],Electric Field [V/cm],Resistivity [Ohm cm],Current Density [A/cm2]
287.95834713005627,5.233151479999999,171.0636574516344,0.030591836734693876,220.25048316498314,346.0871217887233,0.6364018459474491
287.95913508113694,5.031141979,159.15168300258236,0.03161224489795918,211.74839978956228,321.98743274133557,0.6576293925100724
287.9594631646617,4.857328915999999,148.84872850781738,0.03263265306122449,204.43303518518516,301.1430294347972,0.6788569390726958
287.95893632096465,4.8341194210000005,143.6457559909036,0.03365306122448979,203.45620458754212,290.6166452223374,0.7000844856353191
287.9582874102422,4.444574769000001,128.18373377339617,0.0346734693877551,187.0612276515152,259.3346836063617,0.7213120321979425
287.9565647518731,4.1705852729999995,116.843155161235,0.0356938775510204,175.5296832070707,236.39101298823934,0.7425395787605659
287.95292067248374,3.7562265189999997,102.3096717237354,0.03671428571428571,158.0903417087542,206.98762288552027,0.7637671253231894
287.94826239306104,3.692721903,97.86012614764738,0.03773469387755102,155.417588510101,197.98553299315697,0.7849946718858127
287.9431542063568,3.636781896,93.84008051816747,0.03875510204081632,153.06321111111112,189.85238512240366,0.806222218448436
287.93865259759485,3.5869682640000002,90.18032064443307,0.03977551020408163,150.9666777777778,182.44814871119098,0.8274497650110594
287.9348717544092,3.5454778270000005,86.90766059179592,0.04079591836734694,149.2204472643098,175.82707258617972,0.8486773115736829
287.93162530343136,3.5039869529999996,83.794709954612,0.04181632653061224,147.47419835858585,169.52911226928447,0.8699048581363062
287.92872941436684,3.4598704579999997,80.76877200666985,0.04283673469387755,145.6174435185185,163.4071915134941,0.8911324046989296
287.92627095763396,3.4278944699999996,78.16046022801304,0.04385714285714285,144.27165277777777,158.13019036871157,0.9123599512615529
287.92380757829756,3.405525687,75.88483795497955,0.044877551020408156,143.33020568181817,153.52626938113917,0.9335874978241763
287.9216450095518,3.3763383179999997,73.56183974299688,0.04589795918367347,142.10178106060604,148.826499850415,0.9548150443867998
287.91978813131334,3.3290621170000003,70.95434699130058,0.04691836734693877,140.1120419612795,143.5511557185109,0.9760425909494231
287.918256878581,3.3098935329999994,69.04418182928906,0.047938775510204076,139.30528337542086,139.68660860833018,0.9972701375120465
287.9167729178294,3.401697346,69.48027092705296,0.04895918367346938,143.1690802188552,140.5688814588988,1.0184976840746698
287.91588549380265,3.4754689440000006,69.53776163985303,0.049979591836734685,146.27394545454547,140.68519368803595,1.0397252306372933
287.91620865981275,3.4434442689999996,67.51851507843136,0.051,144.92610559764307,136.59995874664122,1.0609527771999168
278.25083118679413,2.507930327,2507.930327,0.001,105.55262319023569,5073.914596754629,0.02080299563137092
278.07352427611386,4.368134824,2162.006125010101,0.0020204081632653062,183.84405824915825,4374.0586880991395,0.042030542193994304
277.89006566990753,5.3529463989999995,1760.3649231610739,0.003040816326530612,225.29235686026934,3561.479034358284,0.06325808875661768
277.7120945677234,6.187018662,1523.4367559698494,0.004061224489795918,260.39640833333334,3082.1382516612234,0.08448563531924105
277.5409181597912,6.571094728,1293.1069946666669,0.005081632653061224,276.56122592592595,2616.1470216172843,0.10571318188186445
277.3770531721648,7.07567158,1159.5582187959867,0.00610204081632653,297.7976254208754,2345.9580630270657,0.12694072844448784
277.2176265745667,7.405397868,1039.7263482292265,0.007122448979591836,311.67499444444445,2103.5204360007965,0.1481682750071112
277.06288048493724,7.494034642000001,920.3200437543861,0.008142857142857143,315.4054984006734,1861.943792225309,0.1693958215697346
276.91257630879767,7.604378124999999,829.876454621381,0.009163265306122447,320.0495843855219,1678.9630123589977,0.19062336813235795
276.76406191398615,7.591183814,745.426867507014,0.010183673469387755,319.49426826599324,1508.1089865766903,0.21185091469498138
276.6167214592636,7.571306279,675.7632198014572,0.01120408163265306,318.65767167508415,1367.1691067279482,0.23307846125760473
276.47208387125113,7.4954691890000005,613.1519036076795,0.012224489795918368,315.4658749579125,1240.4971383173886,0.25430600782022816
276.3304957099448,7.417694236999999,560.0416296040062,0.013244897959183672,312.19251839225586,1133.0471858192163,0.2755335543828515
276.1908006752698,7.283189732000001,510.55264215736787,0.014265306122448976,306.53155437710444,1032.923632512823,0.29676110094547486
276.0541805971896,7.1591167659999995,468.35343328971965,0.015285714285714284,301.3096281986532,947.5483812389234,0.3179886475080983
275.91905260812916,7.270501763000001,445.8755774555696,0.01630612244897959,305.9975489478115,902.0723488337219,0.3392161940707216
275.7852870770213,7.307553059999999,421.7551236042403,0.017326530612244897,307.5569469696969,853.273097291912,0.36044374063334506
275.6536374311188,7.2528673249999995,395.317573887653,0.0183469387755102,305.25535879629626,799.7860175412238,0.3816712871959684
275.5235476121067,7.209744416999999,372.26288349104317,0.01936734693877551,303.440421590909,753.1429633591938,0.4028988337585918
275.3953718668673,6.925515225,339.689935960961,0.020387755102040814,291.477913510101,687.2430648839813,0.4241263803212152
275.2670355617975,6.7221375430000005,313.9987984814109,0.02140816326530612,282.91824675925926,635.26608766841,0.44535392688383857
275.140217059719,6.550302612,292.05170881528664,0.022428571428571426,275.6861368686869,590.8638738531495,0.46658147344646195
275.0152808430489,6.560600822,279.78193235683204,0.023448979591836734,276.1195632154882,566.0402983330351,0.4878090200090854
274.89045358634604,6.477390402,264.71403644537116,0.02446938775510204,272.61744116161617,535.5557126232741,0.5090365665717087
274.76788034364347,6.406630647999999,251.34099419695758,0.025489795918367343,269.639337037037,508.5000669632892,0.5302641131343321
274.64732704576727,6.365026836999999,240.0972401947652,0.02651020408163265,267.88833489057237,485.7522868755204,0.5514916596969555
274.5277684751369,6.308373121,229.1403135129726,0.027530612244897956,265.50391923400673,463.58480094985663,0.5727192062595788
274.41061905129976,6.297058401,220.5545830228735,0.028551020408163263,265.027710479798,446.21459620831354,0.5939467528222022
274.29502853203826,6.367321251000001,215.32004230434788,0.029571428571428568,267.98490113636365,435.6243448472223,0.6151742993848256
274.1817302794722,6.418292877000001,209.8041033842562,0.030591836734693876,270.13017159090913,424.4647832357405,0.6364018459474491
274.07048506427253,5.6797680360000005,179.66987331439643,0.03161224489795918,239.04747626262628,363.4987714740335,0.6576293925100724
273.95729915870965,5.409868141,165.78082483364602,0.03263265306122449,227.68805307239055,335.3991687606635,0.6788569390726958
273.8426762600707,5.3343103450000005,158.50891868101883,0.03365306122448979,224.50801115319868,320.6870252944687,0.7000844856353191
273.7286523267758,5.262794936,151.78160792466159,0.0346734693877551,221.49810336700335,307.0766789957274,0.7213120321979425
273.6171803761147,5.193091498,145.48969891480849,0.0356938775510204,218.564456986532,294.34721493412644,0.7425395787605659
273.5069686191406,4.790407644999999,130.4780292412451,0.03671428571428571,201.61648337542084,263.976383233445,0.7637671253231894
273.3957218137305,4.5705610210000005,121.12357492103843,0.03773469387755102,192.36367933501685,245.05093629858234,0.7849946718858127
273.2850914119201,4.529041321999999,116.86309888256977,0.03875510204081632,190.61621725589222,236.43136209112495,0.806222218448436
273.174655879434,4.480359364,112.64115384094409,0.03977551020408163,188.56731329966328,227.8897417985767,0.8274497650110594
273.0670625401548,4.446704461,108.99875867383693,0.04079591836734694,187.15086115319866,220.5206367614201,0.8486773115736829
272.959689135244,4.436076351,106.08479316691069,0.04181632653061224,186.7035501262626,214.62525284231467,0.8699048581363062
272.85392564183815,4.601665940999999,107.42335927060505,0.04283673469387755,193.67280896464644,217.33337037617778,0.8911324046989296
272.7506528072992,4.7410283589999995,108.10162382084691,0.04385714285714285,199.5382305976431,218.7056000449542,0.9123599512615529
272.6495713400403,4.9112743850000005,109.43721912914964,0.044877551020408156,206.7034673821549,221.4077072196222,0.9335874978241763
272.5529447248724,4.862211240000001,105.93523822143176,0.04589795918367347,204.63852020202023,214.32268103132262,0.9548150443867998
272.4563213450804,4.821660014,102.7670033431927,0.04691836734693877,202.93181877104377,207.91287250451487,0.9760425909494231
272.360385276787,4.787475904999999,99.86646204555129,0.047938775510204076,201.4930936447811,202.04464774956443,0.9972701375120465
272.26434267973616,4.764312002,97.31191667278033,0.04895918367346938,200.5181819023569,196.87642400928246,1.0184976840746698
272.1688652117345,4.636079897,92.75945894365049,0.049979591836734685,195.1212077861953,187.66612758507065,1.0397252306372933
272.07338366222774,4.65737265,91.32103235294119,0.051,196.01736742424242,184.75597749183007,1.0609527771999168
260.29946656910397,3.894779832,3894.779832,0.001,163.92171010101012,7879.716604555556,0.02080299563137092
260.24393396847887,7.495864251999999,3710.074225737373,0.0020204081632653062,315.48250218855213,7506.029799292741,0.042030542193994304
260.1764846535293,9.284521284,3053.2989457449667,0.003040816326530612,390.7626803030303,6177.276107826623,0.06325808875661768
260.1144730334831,10.216961739999999,2515.734297788945,0.004061224489795918,430.0068072390572,5089.703185804486,0.08448563531924105
260.0609462541205,10.558089560000003,2077.696339116467,0.005081632653061224,444.3640387205388,4203.487500897666,0.10571318188186445
260.0135740407848,10.94318217,1793.3643021070236,0.00610204081632653,460.57164015151517,3628.241666762821,0.12694072844448784
259.9709900958371,11.028042430000001,1548.3497967621781,0.007122448979591836,464.14319991582494,3132.5410240049623,0.1481682750071112
259.93180513279157,10.91380872,1340.2922989473684,0.008142857142857143,459.33538383838385,2711.609882592593,0.1693958215697346
259.89526071475245,10.72679284,1170.6299535857463,0.009163265306122447,451.46434511784514,2368.357822763756,0.19062336813235795
259.860756068319,10.44500896,1025.6622024849698,0.010183673469387755,439.6047542087542,2075.066585583018,0.21185091469498138
259.8274051243187,10.210843020000002,911.3502877595632,0.01120408163265306,429.74928535353547,1843.7966469950422,0.23307846125760473
259.79514530518384,10.054855448000001,822.5173905709516,0.012224489795918368,423.18415185185194,1664.074535553268,0.25430600782022816
259.7638114086791,10.019493960999998,756.4795132342065,0.013244897959183672,421.69587377946124,1530.4701263117975,0.2755335543828515
259.73373902182817,10.371993317000001,727.0782153547927,0.014265306122448976,436.53170526094283,1470.9869449539096,0.29676110094547486
259.705709180776,10.28967558,673.1563463551403,0.015285714285714284,433.0671540404041,1361.8950155425755,0.3179886475080983
259.6790487566476,10.020924138,614.5497906908637,0.01630612244897959,421.7560664141414,1243.3252709810529,0.3392161940707216
259.6532441295,9.757044321,563.1274107526502,0.017326530612244897,410.650013510101,1139.290178235686,0.36044374063334506
259.62721899754763,9.479092196,516.6579728631814,0.0183469387755102,398.95169175084175,1045.2756210241216,0.3816712871959684
259.6016066761259,9.212706822,475.6824386491043,0.01936734693877551,387.7401861111111,962.3760448595306,0.4028988337585918
259.5760942955849,8.91120913,437.08633370370376,0.020387755102040814,375.0508893097643,884.2904066135117,0.4241263803212152
259.5504262304527,8.418919962999999,393.2574625233555,0.02140816326530612,354.3316482744107,795.6181070495666,0.44535392688383857
259.5240693277413,8.127036915,362.35196436305733,0.022428571428571426,342.0470082070707,733.0917056789633,0.46658147344646195
259.49780483247,7.542955865000001,321.67522835944305,0.023448979591836734,317.46447243265993,650.7966425605398,0.4878090200090854
259.4707286708303,7.396178927999999,302.2625249974979,0.02446938775510204,311.2869919191919,611.5218677032713,0.5090365665717087
259.44379493968165,7.186132103,281.92191597037635,0.025489795918367343,302.44663733164987,570.3698022178448,0.5302641131343321
259.4173591491075,7.057384403,266.21388433179374,0.02651020408163265,297.0279630892256,538.5901270971938,0.5514916596969555
259.39176951684095,6.9634754260000005,252.93572711193482,0.027530612244897956,293.0755650673401,511.72644790701634,0.5727192062595788
259.36672794619716,6.638331364,232.50767465046462,0.028551020408163263,279.3910506734007,470.3974713993197,0.5939467528222022
259.34142074044615,6.576132932,222.38130687922708,0.029571428571428568,276.7732715488216,449.91032919547337,0.6151742993848256
259.3163911315552,6.489314478,212.1256900747165,0.030591836734693876,273.1192962121212,429.1616970493106,0.6364018459474491
259.29213506631123,6.317183107,199.83342301032928,0.03161224489795918,265.8747098905724,404.2926197014532,0.6576293925100724
259.2683670790035,6.258858407,191.7974120969356,0.03263265306122449,263.4199666245791,388.03457910352245,0.6788569390726958
259.24527999130186,6.148054087,182.68929670285024,0.03365306122448979,258.7564851430977,369.60751231085914,0.7000844856353191
259.2223955205201,6.072802035,175.1426131341966,0.0346734693877551,255.58931123737372,354.3394534242774,0.7213120321979425
259.2002396301367,6.1231683189999995,171.54673964036593,0.0356938775510204,257.70910433501683,347.0644686242589,0.7425395787605659
259.1787622986112,6.009244855,163.67592990272374,0.03671428571428571,252.91434574915826,331.1406544791217,0.7637671253231894
259.15793581389227,5.923943695999999,156.98931373931853,0.03773469387755102,249.3242296296296,317.6126393707509,0.7849946718858127
259.13752477388323,5.8487261969999995,150.9149992906793,0.03875510204081632,246.15850997474746,305.323401342717,0.806222218448436
259.1167855590662,5.764393707,144.92318709235508,0.03977551020408163,242.60916275252526,293.2010775896258,0.8274497650110594
259.09625662387157,5.702130598999999,139.77208571835916,0.04079591836734694,239.98866157407406,282.7796363839026,0.8486773115736829
259.07673413773665,5.64823047,135.07237336749634,0.04181632653061224,237.7201376262626,273.2714220444255,0.8699048581363062
259.05742195426603,5.599046246,130.7066536703192,0.04283673469387755,235.65009452861955,264.4389243237477,0.8911324046989296
259.0381121708738,5.583667485000001,127.31489379478832,0.04385714285714285,235.00284027777784,257.5768916126042,0.9123599512615529
259.01929549018934,5.534886721,123.33308291450662,0.044877551020408156,232.94977781986535,249.5210983038861,0.9335874978241763
259.0014454016915,5.4482280329999995,118.7030562992441,0.04589795918367347,229.30252664141412,240.1538685313411,0.9548150443867998
258.9831318594825,5.324500926999999,113.48436077555458,0.04691836734693877,224.09515686026933,229.5956743468396,0.9760425909494231
258.96501612890097,5.295233989,110.45826541549596,0.047938775510204076,222.86338337542085,223.47343512301728,0.9972701375120465
258.94714817706625,5.247784979999999,107.18693789912463,0.04895918367346938,220.86637121212115,216.85505491628456,1.0184976840746698
258.93008159497697,5.201659415999999,104.07566818456513,0.049979591836734685,218.92505959595957,210.56049535488407,1.0397252306372933
258.91281948486755,5.148066021999999,100.94247101960784,0.051,216.66944537037034,204.2215733128177,1.0609527771999168
153.16475123441336,98.33858583000001,98338.58583000001,0.001,4138.829369949495,198953.52781347223,0.02080299563137092
151.1838364124237,104.48944363999999,4880.822438856053,0.02140816326530612,4397.703856902356,9874.626878611552,0.44535392688383857
197.8049844230025,44.11546096,44115.46096,0.001,1856.7113198653199,89252.11314592592,0.02080299563137092
197.80797537846124,44.96529296,22255.54904080808,0.0020204081632653062,1892.4786599326599,45026.27282793116,0.042030542193994304
197.80944365889656,39.46553742,12978.599554228187,0.003040816326530612,1661.007467171717,26257.629653693144,0.06325808875661768
197.81782941857944,34.40635648,8471.916922211056,0.004061224489795918,1448.0789764309764,17139.94303243626,0.08448563531924105
197.8331326731078,31.066447169999996,6113.477555542168,0.005081632653061224,1307.5104027777777,12368.470795240406,0.10571318188186445
197.8535746767191,27.678985899999997,4536.021100668896,0.00610204081632653,1164.9404840067339,9177.042689779202,0.12694072844448784
197.87717773924766,25.08302562,3521.6855455014334,0.007122448979591836,1055.6828964646465,7124.891589741327,0.1481682750071112
197.9025097827247,22.769928,2796.3069473684213,0.008142857142857143,958.3303030303031,5657.343222222223,0.1693958215697346
197.92896306344227,21.0234661,2294.3203538975504,0.009163265306122447,884.8260143097643,4641.749975246434,0.19062336813235795
197.95697205217604,19.73768326,1938.1692980761525,0.010183673469387755,830.710574915825,3921.203626200364,0.21185091469498138
197.9861073496863,18.41153768,1643.2884268123862,0.01120408163265306,774.896367003367,3324.6159375787634,0.23307846125760473
198.01640792016101,17.34170245,1418.6033723706178,0.012224489795918368,729.8696317340067,2870.044785768333,0.25430600782022816
198.04801310546213,16.58242291,1251.9857050693374,0.013244897959183672,697.913422138047,2532.952560718984,0.2755335543828515
198.08037733002104,15.62733624,1095.478506094421,0.014265306122448976,657.7161717171717,2216.3153109410273,0.29676110094547486
198.1136015795971,15.04209819,984.0624984112151,0.015285714285714284,633.0849406565657,1990.9042213226896,0.3179886475080983
198.14805284041626,14.3908729,882.5441453066335,0.01630612244897959,605.6764688552189,1785.5175532361059,0.3392161940707216
198.18351371331045,13.809037499999999,796.9880300353357,0.017326530612244897,581.1884469696969,1612.4248570622299,0.36044374063334506
198.21956295212553,13.240248600000001,721.6598235817577,0.0183469387755102,557.2495202020202,1460.0247356723523,0.3816712871959684
198.25592667599332,12.733933500000003,657.4949857744997,0.01936734693877551,535.9399621212123,1330.2097628863721,0.4028988337585918
198.29275209236397,12.204425689999999,598.6154742842843,0.020387755102040814,513.6542798821548,1211.0877882510752,0.4241263803212152
198.33048624690247,10.920486652000001,510.10852807245004,0.02140816326530612,459.61644158249163,1032.025123924355,0.44535392688383857
198.37025060282582,9.511381635000001,424.07434041401285,0.022428571428571426,400.3106748737374,857.9652164857574,0.46658147344646195
198.4063704392252,9.179745313000002,391.47738932724116,0.023448979591836734,386.3529172138048,792.0167552592796,0.4878090200090854
198.4427477582827,8.868560219999999,362.43490473728104,0.02446938775510204,373.2559015151515,733.2595063434808,0.5090365665717087
198.48144728051253,8.607993403999998,337.70350424019216,0.025489795918367343,362.2892846801346,683.224219226685,0.5302641131343321
198.5215099093844,8.304737123,313.26568054426485,0.02651020408163265,349.52597319023573,633.7828814714989,0.5514916596969555
198.56234669682152,8.137179778,295.5684278146776,0.027530612244897956,342.4738963804714,597.9787173843246,0.5727192062595788
198.60398336600403,7.903543638,276.8217571565404,0.028551020408163263,332.6407255050505,560.0514253583711,0.5939467528222022
198.64687716244637,7.696419824,260.26540467632856,0.029571428571428568,323.9233932659933,526.5554714979426,0.6151742993848256
198.6897103023432,7.515465995000001,245.66900183789198,0.030591836734693876,316.3074913720539,497.0247861257351,0.6364018459474491
198.7329659428232,7.33598829,232.06160504196262,0.03161224489795918,308.75371590909094,469.4950064969336,0.6576293925100724
198.77693344457825,7.158574965,219.36846359287054,0.03263265306122449,301.2868251262626,443.8149008800205,0.6788569390726958
198.82166177167232,7.022172531999999,208.66370774287446,0.03365306122448979,295.54598198653196,422.15759390572293,0.7000844856353191
199.00620361796095,6.586646515,184.53154901943972,0.0356938775510204,277.21576241582494,373.3346616735887,0.7425395787605659
199.0517725841519,6.480089257,176.5004855992218,0.03671428571428571,272.73102933501684,357.08663058731446,0.7637671253231894
199.09795755783801,6.455395448,171.0732163071931,0.03773469387755102,271.69172760942763,346.1064607696453,0.7849946718858127
199.14587160119805,6.257019413,161.45021128857294,0.03875510204081632,263.3425678872054,326.63769598660366,0.806222218448436
199.19337874527338,6.129493992999999,154.10220916213441,0.03977551020408163,257.97533640572385,311.77159909191084,0.8274497650110594
199.24071405157534,5.961497358,146.12975014607304,0.04079591836734694,250.90477095959596,295.64213339737927,0.8486773115736829
199.28828291157242,5.845123329,139.780889761347,0.04181632653061224,246.0068741161616,282.7974482671696,0.8699048581363062
199.33663538473573,5.85983212,136.79455639828493,0.04283673469387755,246.625930976431,276.75565345393755,0.8911324046989296
199.38472560878435,5.738699697,130.84983022475572,0.04385714285714285,241.52776502525253,264.7285917047141,0.9123599512615529
199.43414678049845,5.685642023,126.69234157662575,0.044877551020408156,239.29469793771042,256.317376245303,0.9335874978241763
199.4835510838281,5.577864722999999,121.52751063895063,0.04589795918367347,234.75861628787877,245.86815809824736,0.9548150443867998
199.5332687237941,5.478058547000001,116.7572287094389,0.04691836734693877,230.55801965488217,236.21717104641112,0.9760425909494231
199.58301592805088,5.389594852,112.4266273937846,0.047938775510204076,226.83480016835017,227.4557230142772,0.9972701375120465
199.63256535645598,5.308647348999999,108.4300625681534,0.04895918367346938,223.4279187289562,219.3700802883474,1.0184976840746698
199.68202792243687,5.253297704,105.10885565373624,0.049979591836734685,221.09838821548823,212.65078666982748,1.0397252306372933
199.7322920979882,5.187656952999999,101.71876378431372,0.051,218.3357303451178,205.7921285821532,1.0609527771999168
165.0276810410218,82.42574026000001,82425.74026,0.001,3469.096812289563,166759.48376675928,0.02080299563137092
164.97289669612584,72.12377489000002,35697.62595565657,0.0020204081632653062,3035.5124111952873,72221.58584547187,0.042030542193994304
164.91774063978184,58.46046428999999,19225.253357114092,0.003040816326530612,2460.457251262626,38895.53572712435,0.06325808875661768
164.8752198481116,48.840319449999996,12026.00830678392,0.004061224489795918,2055.5690004208755,24330.39643548414,0.08448563531924105
164.8431886561213,42.518706310000006,8367.134976666668,0.005081632653061224,1789.5078413299666,16927.95363334877,0.10571318188186445
164.8175794902372,36.44754237,5973.008615819398,0.00610204081632653,1533.9874734848486,12084.28131996795,0.12694072844448784
164.79548644560768,33.0056817,4634.035539541547,0.007122448979591836,1389.1280176767675,9375.340420276187,0.1481682750071112
164.77503329049435,29.765863360000004,3655.4569038596496,0.008142857142857143,1252.772026936027,7395.530865679014,0.1693958215697346
164.7565039632366,26.435861429999996,2884.982650489978,0.009163265306122447,1112.6204305555555,5836.747306778336,0.19062336813235795
164.737363850038,24.04784271,2361.411408396794,0.010183673469387755,1012.1145921717173,4777.485117913884,0.21185091469498138
164.71852589402332,22.15541367,1977.44129295082,0.01120408163265306,932.4669053030303,4000.6566899051313,0.23307846125760473
164.70087164913483,20.573218860000004,1682.9511254424044,0.012224489795918368,865.8762146464649,3404.8594528626422,0.25430600782022816
164.68373988735794,19.14943056,1445.7967603081665,0.013244897959183672,805.9524646464646,2925.0610382160594,0.2755335543828515
164.6667432237234,17.99371292,1261.3618498998571,0.014265306122448976,757.3111498316498,2551.9218907696186,0.29676110094547486
164.65001709830995,17.0094992,1112.7709757009347,0.015285714285714284,715.8880134680135,2251.300538802354,0.3179886475080983
164.6339436942228,16.126722879999996,988.9980239299123,0.01630612244897959,678.7341279461277,2000.88952063598,0.3392161940707216
164.61812478877567,15.351534719999998,886.0131934982331,0.017326530612244897,646.1083636363636,1792.5359516607775,0.36044374063334506
164.60281016277912,14.619447830000004,796.8330852836489,0.0183469387755102,615.296625841751,1612.1113808747898,0.3816712871959684
164.5877155502936,13.915905139999998,718.5240799367755,0.01936734693877551,585.6862432659932,1453.6806617239395,0.4028988337585918
164.57266596443785,13.291400910000002,651.9305751651654,0.020387755102040814,559.4023952020203,1318.9521358665615,0.4241263803212152
164.55777262333825,12.439093080000003,581.0443860057198,0.02140816326530612,523.5308535353537,1175.53887353935,0.44535392688383857
164.5420429462706,11.746426260000002,523.7260115923568,0.022428571428571426,494.3782095959597,1059.5753104900923,0.46658147344646195
164.52574748516383,11.27695957,480.91472491731946,0.023448979591836734,474.61951052188556,972.9617351336509,0.4878090200090854
164.50943318778982,10.87631432,444.48657354462057,0.02446938775510204,457.75733670033674,899.2621881435149,0.5090365665717087
164.49364423269316,10.503773650000001,412.07758915132115,0.025489795918367343,442.0780155723906,833.6940113848487,0.5302641131343321
164.47641337697928,10.012881443000001,377.6991460408007,0.02651020408163265,421.4175691498317,764.1413278695829,0.5514916596969555
164.4581335248276,9.619018685,349.39356231653085,0.027530612244897956,404.84085374579126,706.874938575574,0.5727192062595788
164.43976835198367,9.332305618,326.8641710378842,0.028551020408163263,392.77380547138046,661.2946423312751,0.5939467528222022
164.4216074447462,9.110426583,308.0820583623189,0.029571428571428568,383.4354622474748,623.2956458533953,0.6151742993848256
164.40417620037286,8.832305090999998,288.71444260106733,0.030591836734693876,371.7300122474747,584.1120898919742,0.6364018459474491
164.38713243842832,8.569692525,271.08775579406074,0.03161224489795918,360.67729482323233,548.4506911203914,0.6576293925100724
164.3698600344924,7.936459329000002,243.2060707448406,0.03263265306122449,334.0260660353536,492.04191164581175,0.6788569390726958
164.35139765521672,7.756676674,230.48948273256522,0.03365306122448979,326.459455976431,466.31437015801396,0.7000844856353191
164.3318701065538,7.549590016000001,217.73390864273108,0.0346734693877551,317.74368754208757,440.50795405959946,0.7213120321979425
164.3130274170448,7.439546955,208.4264155488851,0.0356938775510204,313.11224558080806,421.6775166428833,0.7425395787605659
164.29502069936814,7.3006409450000005,198.85014247081713,0.03671428571428571,307.26603303872054,402.3032974988291,0.7637671253231894
164.27770154687806,7.135831246999999,189.105316983775,0.03773469387755102,300.3295979377104,382.58807186069293,0.7849946718858127
164.2607458729421,7.006763378,180.79589548288573,0.03875510204081632,294.89744856902354,365.7768811389864,0.806222218448436
164.24446975944323,6.81794853,171.4107121446896,0.03977551020408163,286.9506957070707,346.78926484828406,0.8274497650110594
164.2278163184034,6.700585297999998,164.24646303251623,0.04079591836734694,282.0111657407407,332.2949275241185,0.8486773115736829
164.21199908195246,6.602917361,157.90285538750612,0.04181632653061224,277.90056233164984,319.46086946453784,0.8699048581363062
164.19624281775174,6.481416367,151.30509861029063,0.04283673469387755,272.7868841329966,306.1126300587824,0.8911324046989296
