Temperature [K],Voltage [V],Resistance [Ohm],Current Source [A],Electric Field [V/cm],Restivity [Ohm cm],Current Density [A/cm2]
175.45533632113447,68.09022026,48218.97693820958,0.0014121042084168337,2865.7500109427606,97554.13389813696,0.029375997678735877
175.50755702040004,67.42251624000001,46428.985280432775,0.0014521643286573146,2837.64798989899,93932.7155905052,0.030209368185090797
175.5603644956555,66.96340544,44874.888284708984,0.0014922244488977956,2818.325144781145,90788.54713156402,0.031042738691445713
175.61393486892493,66.27455834999999,43252.12149546827,0.0015322845691382765,2789.3332638888887,87505.44950703534,0.03187610919780064
175.6681890428427,65.69107066000001,41779.05207665053,0.0015723446893787575,2764.7757011784515,84525.21184026057,0.03270947970415555
175.72087421852444,65.03017039,40331.16870034427,0.0016124048096192384,2736.960033249158,81595.92926875208,0.03354285021051047
175.77382805079202,64.37719739,38958.28360815203,0.0016524649298597196,2709.47800462963,78818.37933686314,0.03437622071686539
175.82611476074436,64.75719430999999,38260.700665060314,0.0016925250501002005,2725.4711409932656,77407.0656973674,0.035209591223220316
175.87961885228378,65.55704418,37837.7036247571,0.0017325851703406815,2759.134856060606,76551.2800186058,0.03604296172957523
175.93218769160836,65.36121714999999,36872.13538844609,0.0017726452905811624,2750.892977693602,74597.79242940251,0.03687633223593015
175.98941409287232,64.73880043000001,35713.91139647777,0.0018127054108216434,2724.6969877946135,72254.53370491105,0.03770970274228507
176.04712683099928,64.17121938999999,34635.36983722539,0.0018527655310621243,2700.8088968855213,70072.48434660879,0.03854307324863999
176.10023290836358,63.60021762,33600.673985071786,0.0018928256513026053,2676.776835858586,67979.14134942763,0.03937644375499491
176.15331054784616,63.06647728999999,32628.14503500222,0.0019328857715430862,2654.3130172558917,66011.57120507394,0.04020981426134983
176.20573695627803,62.48667803000001,31671.764689659725,0.0019729458917835674,2629.9106914983167,64076.67208046898,0.04104318476770475
176.2597483347766,61.94587206000001,30772.82019526327,0.0020130060120240483,2607.149497474748,62257.97419134282,0.04187655527405967
176.31266724157328,61.43656784000001,29924.300476495395,0.0020530661322645293,2585.714134680135,60541.2930936504,0.04270992578041459
176.3644591657309,60.949105569999986,29118.695299462877,0.0020931262525050102,2565.19804587542,58911.4344715985,0.043543296286769506
176.41876885864855,60.85036316000001,28525.572794506137,0.002133186372745491,2561.042220538721,57711.45977407029,0.04437666679312442
176.47190191867782,59.90409725000001,27564.33632509567,0.002173246492985972,2521.2162142255897,55766.735991050045,0.045210037299479346
176.5255607683594,59.42901733,26850.78378877078,0.002213306613226453,2501.221268097643,54323.11349857792,0.04604340780583426
176.5788156203634,59.13862546,26244.563116014335,0.002253366733466934,2488.999388047138,53096.639267121594,0.04687677831218918
176.63180033638002,58.73877358,25611.792887593714,0.002293426853707415,2472.170605218855,51816.451351289135,0.0477101488185441
176.6835852909918,58.31164016,24989.057496792368,0.002333486973947896,2454.1936094276098,50556.56539860308,0.04854351932489902
176.73610604648823,57.90018765,24393.949372973657,0.002373547094188377,2436.8765845959597,49352.57349995133,0.04937688983125394
176.78907926073694,57.47818634,23814.22544496384,0.002413607214428858,2419.1155867003367,48179.706108561106,0.05021026033760886
176.8414410544337,56.84597301,23167.758810165145,0.0024536673346693388,2392.5072815656567,46871.80833352856,0.05104363084396377
176.89283163166218,56.40865591000001,22620.216896172362,0.0024937274549098197,2374.101679713805,45764.04992420057,0.0518770013503187
176.94654437787443,55.94711892,22080.429894238983,0.0025337875751503007,2354.6767222222225,44671.980850844615,0.05271037185667361
176.99678595331244,55.740470419999994,21656.475835698988,0.0025738476953907816,2345.9793947811445,43814.258982409534,0.05354374236302853
177.03997989684848,55.26092712,21141.11553190119,0.0026139078156312626,2325.796595959596,42771.60873815195,0.05437711286938345
177.09155447275765,54.77707038,20639.688083498826,0.0026539679358717435,2305.432255050505,41757.14672448605,0.05521048337573837
177.14449261136696,54.26078943999998,20141.137475124964,0.0026940280561122245,2283.7032592592586,40748.50498439634,0.056043853882093285
177.19676964997305,53.66506035,19628.13811718011,0.0027340881763527054,2258.630486111111,39710.631283369024,0.05687722438844821
177.24815957221023,52.96338970000001,19091.765845770427,0.0027741482965931864,2229.098893097643,38625.4707157485,0.057710594894803124
177.29898591132186,52.63010820000001,18701.56733424008,0.0028142084168336673,2215.071893939394,37836.04131973572,0.05854396540115805
177.35051385641725,52.26733605999999,18311.989702825285,0.0028542685370741483,2199.803706228956,37047.86805617893,0.059377335907512964
177.4015908767258,52.67822008,18200.4970122761,0.002894328657314629,2217.096804713805,36822.3018257623,0.06021070641386788
177.4535979065584,51.54005259,17564.15270676656,0.00293438877755511,2169.1941325757575,35534.88302248604,0.0610440769202228
177.50494409807288,51.2102405,17216.715519285834,0.002974448897795591,2155.3131523569023,34831.96612003662,0.06187744742657772
177.55628037864298,50.83923333,16864.846986963516,0.003014509018036072,2139.6983724747474,34120.083950477114,0.06271081793293264
177.607575430003,50.36243783,16487.57502290993,0.003054569138276553,2119.631221801347,33356.80687505389,0.06354418843928755
177.66041981638475,49.92490289999999,16132.757344873138,0.003094629258517034,2101.216452020202,32638.958146803525,0.06437755894564248
177.71469521735452,49.523146530000005,15798.422282474861,0.003134689378757515,2084.307513888889,31962.548784451454,0.0652109294519974
177.76587669406976,49.191635530000006,15494.651009638937,0.003174749498997996,2070.355030723906,31347.974496352854,0.06604429995835231
177.8167990525356,48.859009910000005,15198.103681664892,0.003214809619238477,2056.355635942761,30748.01531892388,0.06687767046470723
177.86820235881552,48.54240738,14913.778819231857,0.003254869739478958,2043.0306136363636,30172.78400002001,0.06771104097106216
177.91801076392971,48.221866829999996,14635.172487133323,0.003294929859719439,2029.5398497474746,29609.12211517251,0.06854441147741708
177.96777280520377,47.84739244000001,14347.087315859053,0.00333498997995992,2013.7791430976433,29026.28313440003,0.069377781983772
178.0177560306904,47.45625747,14060.904597292401,0.003375050100200401,1997.3172335858585,28447.293097299902,0.07021115249012692
178.06827810842773,47.10456517,13792.985329744035,0.003415110220440882,1982.5153691077442,27905.25272730622,0.07104452299648184
178.11843611330147,46.40898886,13431.751341917372,0.003455170340681363,1953.240271885522,27174.422853786535,0.07187789350283676
178.16737216310963,46.09145983,13186.958727134599,0.003495230460921844,1939.8762554713803,26679.171128508428,0.07271126400919167
178.2169363537174,45.767645550000005,12945.935984405734,0.003535290581162325,1926.2477083333335,26191.54641289494,0.07354463451554659
178.2659765378117,45.55605998,12741.703901137827,0.0035753507014028058,1917.3425917508418,25778.354651839036,0.0743780050219015
178.31526685525725,45.33884764,12540.44142607076,0.0036154108216432867,1908.200658249158,25371.17084811538,0.07521137552825644
178.36431923309905,44.955242829999996,12298.071450906757,0.0036554709418837677,1892.0556746632994,24880.820481695613,0.07604474603461135
178.41320742338388,44.49303825,12039.68726065171,0.0036955310621242486,1872.602619949495,24358.070985670358,0.07687811654096627
178.46246369144248,44.10703529,11807.2436561645,0.0037355911823647296,1856.356704124579,23887.80313770318,0.07771148704732118
178.51119616707356,43.85042872,11614.00383815716,0.0037756513026052105,1845.5567643097643,23496.85035775315,0.0785448575536761
178.56004761508578,43.576428699999994,11420.263188430914,0.0038157114228456915,1834.0247769360267,23104.884321038466,0.07937822806003103
178.60905480999276,43.33762367,11239.676206363725,0.0038557715430861724,1823.9740601851852,22739.530102689576,0.08021159856638595
178.65612175570303,43.06746393,11054.754838463596,0.0038958316633266534,1812.6037007575758,22365.406779669403,0.08104496907274086
178.70441747149835,42.841570520000005,10884.844623744279,0.003935891783567134,1803.0964023569027,22021.653243408568,0.08187833957909578
178.7526876842851,42.55095731,10702.0804927873,0.003975951903807615,1790.8652066498316,21651.894330315044,0.0827117100854507
178.8023464566574,42.2800223,10527.86247820598,0.004016012024048096,1779.462218013468,21299.425476740802,0.08354508059180561
178.851158902156,42.017889600000004,10359.255976047196,0.004056072144288577,1768.429696969697,20958.30954413252,0.08437845109816053
178.89964187845754,41.75848936,10194.614495633497,0.004096132264529058,1757.5121784511784,20625.215437925177,0.08521182160451546
178.94814421786197,41.534063149999994,10041.617818102095,0.004136192384769539,1748.0666308922557,20315.680493104705,0.08604519211087036
178.99637731504032,41.325865019999995,9895.442138717339,0.00417625250501002,1739.3040833333332,20019.945438053135,0.08687856261722529
179.04442267767132,41.01116922999999,9726.78567153531,0.0042163126252505005,1726.0593110269358,19678.728418800605,0.08771193312358021
179.09182394766654,40.824461379999995,9591.373646316026,0.004256372745490982,1718.2012365319863,19404.769830741217,0.08854530362993514
179.13918959108258,40.638468010000004,9458.65309199504,0.004296432865731462,1710.373232744108,19136.25648704552,0.08937867413629004
179.18681578356515,40.44144537,9325.84129637092,0.004336492985971944,1702.081034090909,18867.558548676356,0.09021204464264497
179.23364337398309,40.230028450000006,9192.171892737766,0.004376553106212424,1693.1830155723908,18597.12554225187,0.09104541514899987
179.28118785736228,39.9971948,9056.078209529514,0.004416613226452906,1683.3836195286196,18321.787859094435,0.0918787856553548
179.32851043678284,39.78140687,8926.2559257379,0.004456673346693386,1674.3016359427609,18059.13814605307,0.09271215616170972
179.37563220507724,39.560261280000006,8797.55528560924,0.004496733466933868,1664.9941616161618,17798.757684311284,0.09354552666806465
179.42256378553856,39.34803519,8673.093548103681,0.004536793587174348,1656.062087121212,17546.953150561618,0.09437889717441955
179.46973229375254,39.13905972,8551.52080928257,0.0045768537074148295,1647.266823232323,17300.993489150387,0.09521226768077448
179.51764892539305,38.89758229,8425.018040623483,0.00461691382765531,1637.1036317340067,17045.059647002137,0.0960456381871294
179.56312891078946,38.70281048,8310.720848564653,0.004656973947895791,1628.906164983165,16813.81949454979,0.09687900869348431
179.60944085589193,38.51033451000001,8198.862080061612,0.004697034068136272,1620.80532449495,16587.512634198723,0.09771237919983923
179.6561839014891,38.30885085,8086.993698372543,0.004737094188376753,1612.3253724747474,16361.186324948154,0.09854574970619416
179.7027734153518,38.02927528,7960.654570316303,0.004777154308617234,1600.558723905724,16105.583551982523,0.09937912021254906
179.7492277146323,37.76395258000001,7839.375460177472,0.004817214428857715,1589.391943602694,15860.21794489609,0.100212490718904
179.7951957407991,37.613414660000004,7743.7283562617085,0.004857274549098196,1583.0561725589228,15666.70968373318,0.10104586122525891
179.84222892206418,37.526855940000004,7662.710121680847,0.004897334669338677,1579.413128787879,15502.79779247468,0.10187923173161383
179.8887547293229,37.31378882,7557.384088214762,0.004937394789579158,1570.4456574074075,15289.707622915977,0.10271260223796874
179.93607581279923,37.102936500000006,7454.19841509814,0.004977454909819639,1561.5714015151518,15080.947719434662,0.10354597274432367
179.9823156282476,36.916758779999995,7357.578115627022,0.0050175150300601195,1553.7356388888886,14885.470539486152,0.10437934325067857
180.028346987805,36.73969846,7264.29116091658,0.005057575150300601,1546.2836052188552,14696.737209817342,0.1052127137570335
180.07528098318147,36.5492198,7169.838142641487,0.005097635270541081,1538.2668265993268,14505.644760807085,0.10604608426338842
180.1208665953478,36.37180651999999,7079.401123169157,0.005137695390781563,1530.7999377104375,14322.677272337598,0.10687945476974335
180.16634334752402,36.209236880000006,6993.230329806093,0.005177755511022044,1523.9577811447814,14148.340991320661,0.10771282527609827
180.21214359647826,36.03120489,6905.419324155334,0.005217815631262525,1516.4648522727273,13970.686317851301,0.10854619578245318
180.25631528620005,35.86711454,6821.597967534151,0.005257875751503006,1509.558692760943,13801.103295427889,0.10937956628880811
180.30132406577474,35.7040267,6739.2334607950315,0.005297935871743487,1502.6947264309765,13634.467696145506,0.11021293679516302
180.3470074648406,35.58866604,6667.046227356344,0.005337995991983968,1497.8394797979797,13488.422228494086,0.11104630730151795
180.39266304692111,35.44437603,6590.5552657649105,0.0053780561122244485,1491.766667929293,13333.669681200305,0.11187967780787286
180.43751569759195,35.29485962,6514.230796400408,0.00541811623246493,1485.4738897306397,13179.253972347122,0.11271304831422779
180.48312926319073,35.13668318,6437.440073291894,0.00545817635270541,1478.8166321548822,13023.894963095176,0.1135464188205827
180.52834058232116,34.959884200000005,6358.381341366517,0.005498236472945892,1471.3755976430978,12863.947436005406,0.11437978932693763
180.57331730118412,34.82119636,6287.347702331372,0.005538296593186372,1465.5385673400674,12720.23586073523,0.11521315983329253
180.61753828230854,34.66724093,6214.597364589021,0.005578356713426854,1459.0589617003366,12573.05114965464,0.11604653033964746
180.66211152589605,34.465618299999996,6134.400369419209,0.005618416833667334,1450.5731607744106,12410.800747389787,0.11687990084600237
180.7064815602269,34.32838484,6066.718150418971,0.0056584769539078155,1444.7973417508417,12273.8695913569,0.1177132713523573
180.75116730517007,34.17857055,5997.779799495002,0.005698537074148296,1438.4920265151516,12134.397094348686,0.1185466418587122
180.79548229313795,34.034837800000005,5930.863701895543,0.0057385971943887774,1432.4426683501686,11999.01591540904,0.11938001236506714
180.84031975403323,33.865295329999995,5860.408999209308,0.005778657314629258,1425.3070425084172,11856.475614141054,0.12021338287142204
180.88466872013657,33.702566,5792.095316062461,0.005818717434869739,1418.4581649831648,11718.266912589332,0.12104675337777697
180.9293827853977,33.504243990000006,5718.640736031443,0.00585877755511022,1410.1112790404043,11569.657415026577,0.12188012388413189
180.9731397747191,33.3480732,5653.329526145568,0.005898837675350701,1403.5384343434343,11437.523161692652,0.12271349439048682
181.0168509208738,33.206154639999994,5591.299224689641,0.005938897795591182,1397.5654309764307,11312.026672173024,0.12354686489684172
181.05999768764832,33.09009246000001,5534.424715113124,0.005978957915831663,1392.6806590909093,11196.961113446458,0.12438023540319665
181.10305669362842,32.95358048000001,5474.909741507381,0.006019018036072144,1386.9352053872058,11076.553504808917,0.12521360590955155
181.14722199297367,32.85456203,5422.369737180335,0.006059078156312625,1382.767762205387,10970.257292350956,0.12604697641590648
181.19124982816734,32.87899775,5390.761163162444,0.0060991382765531055,1383.7962015993267,10906.308464361056,0.12688034692226138
181.2355668717533,34.27807701,5583.477645534787,0.006139198396793587,1442.6800088383836,11296.202458790287,0.1277137174286163
181.28127026873545,33.86052612,5479.706995047756,0.0061792585170340674,1425.1063181818183,11086.259059425322,0.12854708793497124
181.32546925292155,33.160249480000004,5331.813887337923,0.006219318637274549,1395.633395622896,10787.049392438297,0.12938045844132617
181.3699208521779,33.02451849,5276.00577778596,0.006259378757515029,1389.9208118686868,10674.141318946595,0.13021382894768108
181.4135726997918,32.95783433999999,5231.868263121058,0.006299438877755511,1387.1142398989896,10584.844587888438,0.131047199454036
181.4565554421122,32.50959065000001,5128.100920952392,0.006339498997995991,1368.24876473064,10374.907881741645,0.1318805699603909
181.49878041911848,30.93448134,4848.999870785952,0.006379559118236473,1301.9562853535353,9810.245108951209,0.13271394046674584
181.53932631894244,27.12911411,4225.969345252998,0.006419619238476953,1141.7977319023569,8549.762054979446,0.13354731097310074
181.57628226381468,27.0187625,4182.678581954347,0.0064596793587174345,1137.153303872054,8462.17842737986,0.13438068147945567
181.6123863782863,27.13980257,4175.521597113496,0.006499739478957916,1142.247582912458,8447.69878675277,0.1352140519858106
181.64934312147165,26.940989539999997,4119.54359324745,0.006539799599198396,1133.880031144781,8334.446991894149,0.1360474224921655
181.68673059443012,26.93321826,4093.2815300653297,0.006579859719438878,1133.5529570707072,8281.314947400691,0.13688079299852043
181.72464059101603,26.849111470000004,4055.806130622341,0.006619919839679358,1130.013109006734,8205.496662416495,0.13771416350487534
181.7623899468812,26.65435987,4002.168179244914,0.00665997995991984,1121.8164928451179,8096.9791404167945,0.13854753401123027
181.80076363993575,26.38639921,3938.2449797775867,0.00670004008016032,1110.5386872895624,7967.653037790766,0.1393809045175852
181.8388721314497,26.23522534,3892.408801050156,0.006740100200400802,1104.1761506734006,7874.919657680175,0.14021427502394013
181.87693761173304,26.048869939999996,3841.9253687405785,0.006780160320641282,1096.3329099326597,7772.784195090892,0.14104764553029503
181.9150491629352,25.927276370000005,3801.5305509169075,0.0068202204408817635,1091.2153354377106,7691.059494216151,0.14188101603664996
181.95328269435305,25.8516418,3768.30678711645,0.006860280561122244,1088.0320622895622,7623.842898008744,0.14271438654300486
181.99174013934248,25.61250751,3711.774344588139,0.006900340681362725,1077.967487794613,7509.4693915973,0.1435477570493598
182.02905845180013,25.51210295,3675.883234885628,0.006940400801603206,1073.7417066498317,7436.856359467684,0.1443811275557147
182.06616095567176,25.54626336,3659.6814517017156,0.006980460921843687,1075.1794343434344,7404.077751822453,0.14521449806206962
182.10354781751747,25.388633680000005,3616.346070015187,0.007020521042084168,1068.5451885521888,7316.40385461406,0.14604786856842453
182.14093622011592,25.13992153,3560.6023005792977,0.007060581162324649,1058.0775054713804,7203.625950709043,0.14688123907477946
182.17782652664008,24.984131520000002,3518.573960544364,0.00710064128256513,1051.5206868686869,7118.596392397625,0.1477146095811344
182.21498536638714,24.894588820000003,3486.2946110894395,0.007140701402805611,1047.752054713805,7053.290486324468,0.14854798008748932
182.25270827622188,24.7564853,3447.6127943458364,0.007180761523046092,1041.9396170033672,6975.031440412642,0.14938135059384422
182.28949104943771,24.60310498,3407.2445208329286,0.007220821643286573,1035.4842163299663,6893.360442611064,0.15021472110019915
182.32647146296367,24.52464059,3377.6394367406538,0.0072608817635270535,1032.181843013468,6833.464971554008,0.15104809160655405
182.3637597475782,24.397303890000003,3341.6652643467096,0.007300941883767535,1026.8225542929295,6760.6838912940375,0.15188146211290898
182.40096596334135,24.26291848,3305.1235331025673,0.007341002004008015,1021.1666026936027,6686.754555397325,0.15271483261926388
182.4374097414361,24.15355959,3272.369095858165,0.007381062124248497,1016.5639558080808,6620.487476342677,0.15354820312561882
182.4749435705799,24.01865985,3236.526640945252,0.007421122244488977,1010.8863573232322,6547.9728800605335,0.15438157363197372
182.5113619151903,23.89186489,3202.1553316994036,0.007461182364729459,1005.5498691077441,6478.434629410368,0.15521494413832865
182.54831812405808,23.79760144,3172.4879561862836,0.007501242484969939,1001.5825521885522,6418.413133580582,0.15604831464468358
182.58483660118088,23.67386083,3139.227010151178,0.007541302605210421,996.374614057239,6351.121312204004,0.15688168515103848
182.6211527337396,23.592522340000006,3111.9105092807495,0.007581362725450901,992.9512769360272,6295.855984054109,0.1577150556573934
182.65736328464132,23.514355990000002,3085.2973868643658,0.0076214228456913825,989.6614473905724,6242.013694720962,0.15854842616374834
182.69444374741104,23.391126590000002,3053.080806158909,0.007661482965931863,984.47502483165,6176.834779127053,0.15938179667010324
182.7306234455198,23.33686491,3030.1544312463734,0.007701543086172344,982.1912840909091,6130.451326179005,0.16021516717645817
182.76714497266028,23.19390497,2996.0079781390914,0.007741603206412826,976.1744515993265,6061.367992809181,0.1610485376828131
182.80193935001205,23.08971764,2967.195658660074,0.007781663326653306,971.789462962963,6003.076402011354,0.161881908189168
182.8331237905649,23.02170313,2943.3031334216403,0.007821723446893789,968.9268994107744,5954.738283820632,0.16271527869552296
182.86198005337724,22.88781793,2911.2755056856563,0.007861783567134269,963.2920004208754,5889.941648076999,0.16354864920187787
182.88978175158576,22.76617799,2881.122291291954,0.00790184368737475,958.1724743265993,5828.9372282156655,0.16438201970823277
182.9171201005551,22.711049260000003,2859.647989972269,0.00794190380761523,955.8522415824917,5785.491535267971,0.16521539021458767
182.94448922657904,22.529415120000003,2822.5403326336937,0.00798196392785571,948.2077070707072,5710.417247041316,0.1660487607209426
182.97177409677343,22.533359760000003,2808.9369496901068,0.008022024048096193,948.3737272727274,5682.8955880304475,0.16688213122729753
182.99958149338784,22.512399199999997,2792.379579515682,0.008062084168336673,947.4915488215487,5649.3975752238575,0.16771550173365243
183.02739867768793,22.314840240000002,2754.1894398820673,0.008102144288577154,939.1767777777778,5572.133264946589,0.16854887224000736
183.05514211957438,22.10978696,2715.4546668044977,0.008142204408817634,930.5465892255893,5493.767080525767,0.16938224274636227
183.08268631447473,22.075794260000002,2698.005445998604,0.008182264529058117,929.1159200336701,5458.464721765694,0.17021561325271722
183.1106665639786,21.99268473,2674.752660353308,0.008222324649298597,925.6180441919192,5411.420891548128,0.17104898375907213
183.13892601914904,21.902165330000003,2650.828536907006,0.008262384769539078,921.8083051346803,5363.018845501674,0.17188235426542703
183.16740201958018,21.80759441,2626.6472948041483,0.008302444889779558,917.8280475589225,5314.096610321356,0.17271572477178193
183.1958013173668,21.71410546,2602.8279795960034,0.00834250501002004,913.8933274410774,5265.90660686784,0.1735490952781369
183.22477805903833,21.61373071,2578.4148854359414,0.008382565130260521,909.6688009259259,5216.515300627345,0.1743824657844918
183.25378808573018,21.543711180000003,2557.838030217303,0.008422625250501001,906.7218510101011,5174.885274097044,0.1752158362908467
183.28294653421443,21.465688950000004,2536.510340348294,0.008462685370741482,903.4380871212123,5131.73619783428,0.17604920679720162
183.31260107858824,21.378297279999998,2514.281687329567,0.008502745490981964,899.7599865319864,5086.764339643614,0.17688257730355655
183.3428954159319,21.262006489999997,2488.8786491956103,0.008542805611222445,894.8655930134679,5035.370230085563,0.17771594780991148
183.3734008694751,21.14816265,2463.99784310681,0.008582865731462925,890.0741856060606,4985.032673322574,0.1785493183162664
183.4040833478843,21.05362063,2441.586648439171,0.008622925851703406,886.0951443602694,4939.6915063329525,0.1793826888226213
183.43474688302683,20.95985631,2419.472498037165,0.008662985971943888,882.1488345959596,4894.9513038992645,0.18021605932897625
183.46598475933988,20.87888653,2399.03205255341,0.008703046092184369,878.7410155723906,4853.597254471482,0.18104942983533115
183.49709644473788,20.74058555,2372.2216162175296,0.008743106212424849,872.9202672558922,4799.355769847502,0.18188280034168605
183.52856819720483,20.560843670000004,2340.9375265423937,0.00878316633266533,865.3553733164985,4736.06342175475,0.18271617084804095
183.5598092486814,20.84755107,2362.803582258068,0.008823226452905812,877.4221830808082,4780.301691883222,0.1835495413543959
183.59101010700303,20.80450507,2347.267562467498,0.008863286573146292,875.6104827441078,4748.870022214337,0.18438291186075081
183.62308870362074,20.683311170000003,2323.0939872714553,0.008903346693386773,870.5097293771045,4699.963298322342,0.18521628236710574
183.65558196712686,20.66585943,2310.7368210636473,0.008943406813627253,869.7752285353536,4674.962920392656,0.18604965287346065
183.6879855644051,20.53323471,2285.669314659528,0.008983466933867736,864.193380050505,4624.247641232471,0.18688302337981558
183.72028910680575,20.45411087,2266.7534266091316,0.009023527054108216,860.8632521043771,4585.977997352734,0.1877163938861705
183.75308067378378,20.371905399999996,2247.6647499629644,0.009063587174348697,857.4034259259257,4547.358776545442,0.1885497643925254
183.7849749700555,20.28448716,2228.1714683801774,0.009103647294589179,853.7242070707072,4507.920980009897,0.18938313489888034
183.81735202265955,20.155879090000003,2204.34427476434,0.00914370741482966,848.3114095117846,4459.715037370447,0.19021650540523527
183.8495583100754,20.066032040000003,2184.9455534859367,0.00918376753507014,844.5299680134682,4420.468550339604,0.19104987591159017
183.88219768676746,19.932706059999997,2161.001571676563,0.00922382765531062,838.9186052188551,4372.026327882676,0.19188324641794507
183.91387727841098,19.824693500000002,2139.9971567359194,0.009263887775551103,834.3726220538722,4329.531284692578,0.19271661692430003
183.94619885995604,19.762252780000004,2124.0717382928365,0.009303947895791583,831.7446456228959,4297.31180386097,0.19354998743065494
183.97836034828987,19.516625310000002,2088.6781428819604,0.009344008016032064,821.4067891414143,4225.705316849152,0.19438335793700984
184.01027802153527,19.31341108,2058.106441634545,0.009384068136272544,812.8540016835018,4163.854236084704,0.19521672844336477
184.0420355357472,19.20991425,2038.3757231576305,0.009424128256513026,808.4980744949495,4123.936069536503,0.1960500989497197
184.07360142939913,19.171431489999996,2025.6815193038622,0.009464188376753507,806.8784297138045,4098.253814517536,0.1968834694560746
184.10523999821584,19.066111390000003,2006.0619622929946,0.009504248496993987,802.4457655723907,4058.560544083512,0.19771683996242953
184.13707874683686,19.08387863,1999.503515167104,0.009544308617234468,803.19354503367,4045.291833926039,0.19855021046878443
