Temperature [K],Voltage [V],Resistance [Ohm],Current Source [A],Electric Field [V/cm],Resistivity [Ohm cm],Current Density [A/cm2]
288.4454649837456,5.166085575,124.76007549285363,0.04140816326530612,217.4278440656566,252.40811569619,0.8614138395112569
288.44807448632946,5.041536565,127.99756045854923,0.03938775510204082,212.18588236531988,258.95802740919453,0.8193832973172627
288.451355335021,5.35281639,143.24849978700163,0.03736734693877551,225.2868851010101,289.81293706907275,0.7773527551232684
288.4547604428956,5.180547975,146.5628468677829,0.035346938775510206,218.03653093434343,296.5183522278756,0.735322212929274
288.45842637223296,4.619984565,138.6278283435395,0.0333265306122449,194.44379482323234,280.4646341950313,0.6932916707352798
288.4618936048352,5.0772012,162.17917783572358,0.031306122448979595,213.6869191919192,328.11250330653337,0.6512611285412855
288.4654104555748,5.438969050000001,185.7208943902439,0.02928571428571429,228.91283880471383,375.74088355803974,0.6092305863472912
288.46838042827187,5.533074775,202.9346287238024,0.02726530612244898,232.87351746633,410.56681829769286,0.5672000441532968
288.47117672483216,5.63603875,223.2545664915117,0.025244897959183676,237.2070180976431,451.67706276291955,0.5251695019593026
288.47424614385295,5.9292245900000005,255.30053155536027,0.02322448979591837,249.5464894781145,516.510797637465,0.4831389597653083
288.4768062151388,6.06913647,286.22491533205005,0.02120408163265306,255.43503661616163,579.0754074078976,0.4411084175713139
288.4792791353061,5.9792608099999995,311.68487201063823,0.019183673469387756,251.65239099326598,630.5846716141155,0.39907787537731965
288.48161528352904,6.29945605,367.03132752675384,0.01716326530612245,265.1286216329966,742.5587505981084,0.3570473331833254
288.48336765438455,6.450472805,425.97461919811315,0.015142857142857145,271.48454566498316,861.8097619887752,0.31501679098933105
288.4846849030314,6.61007169,503.72241494556766,0.013122448979591837,278.2016704545454,1019.1050709778382,0.27298624879533673
288.4858903999086,6.65953062,599.8474271691176,0.011102040816326531,280.28327525252524,1213.5802114486314,0.23095570660134243
288.4865242134049,6.5625959300000005,722.6229226292135,0.009081632653061226,276.2035324074074,1461.9732277266955,0.18892516440734816
288.486921597743,6.466076665,915.7160594942196,0.007061224489795919,272.1412737794613,1852.62924999525,0.14689462221335384
288.4868471663671,6.153391895,1220.7133718825912,0.0050408163265306125,258.9811403619529,2469.6839977439463,0.10486408001935953
288.48630050223835,4.8630972,1610.0794783783783,0.0030204081632653063,204.6758080808081,3257.429315052553,0.06283353782536522
288.48524407681896,2.27664264,2276.64264,0.001,95.81829292929292,4605.985341111111,0.02080299563137092
