Temperature [K],Voltage source [V],Resistance [𝛀],Current [A],Electric Field [V/cm],Restivity [𝛀 cm],Current Density [A/cm2]
87.74687727732929,13.36734693877551,9109321.932115274,1.467436e-06,229.2855392585851,9231196.222116131,2.483811780636425e-05
87.74603180230065,13.571428571428571,9104968.207367856,1.490552e-06,232.78608184268563,9226784.248564202,2.5229383886255922e-05
87.74699878255853,13.775510204081632,9100681.322844297,1.513679e-06,236.28662442678615,9222440.009496417,2.562083615436696e-05
87.74657351407586,13.979591836734695,9096831.266900685,1.536754e-06,239.78716701088672,9218538.443370368,2.6011408259986458e-05
87.7459710495271,14.183673469387756,9092774.507199096,1.559884e-06,243.28770959498723,9214427.40798152,2.6402911306702778e-05
87.7467557720589,14.387755102040817,9087613.527334247,1.583227e-06,246.78825217908778,9209197.378986403,2.6798019634394042e-05
87.7467557720589,14.591836734693878,9083303.599805955,1.606446e-06,250.28879476318832,9204829.788619827,2.7191029113067027e-05
87.74657351407586,14.795918367346939,9079094.200937085,1.629669e-06,253.78933734728884,9200564.07189302,2.7584106296547054e-05
87.74627481329192,15.0,9075464.300753627,1.652808e-06,257.28987993138935,9196885.607007276,2.7975761679079217e-05
87.74669501940811,15.0,9075793.768923031,1.652748e-06,257.28987993138935,9197219.48315562,2.7974746106973594e-05
87.74639631872559,14.795918367346939,9080124.976585802,1.629484e-06,253.78933734728884,9201608.638365166,2.7580974949221395e-05
87.74561159540582,14.591836734693878,9084694.766961697,1.6062e-06,250.28879476318832,9206239.568303553,2.7186865267433987e-05
87.7467557720589,14.387755102040817,9088974.094618928,1.58299e-06,246.78825217908778,9210576.149401138,2.6794008124576845e-05
87.74663426674712,14.183673469387756,9093899.669477964,1.559691e-06,243.28770959498723,9215567.623889506,2.6399644549763032e-05
87.74669501940811,13.979591836734695,9098346.914043946,1.536498e-06,239.78716701088672,9220074.36846855,2.6007075152335815e-05
87.74651782411809,13.775510204081632,9102106.459369855,1.513442e-06,236.28662442678615,9223884.213028664,2.5616824644549763e-05
87.74735823528668,13.571428571428571,9106562.79305758,1.490291e-06,232.78608184268563,9228400.168333478,2.5224966147596477e-05
87.74735823528668,13.36734693877551,9111495.126240391,1.467086e-06,229.2855392585851,9233398.491565734,2.4832193635748138e-05
87.7467557720589,13.16326530612245,9115399.129904767,1.444069e-06,225.78499667448455,9237354.727183083,2.444260324983074e-05
87.74718104032502,12.959183673469388,9119596.455989819,1.421026e-06,222.28445409038403,9241608.209603406,2.405257278266757e-05
87.74760124537731,12.755102040816327,9123631.942410585,1.398029e-06,218.7839115062835,9245697.687094638,2.3663320920785375e-05
87.74657351407586,12.551020408163264,9127941.818766005,1.375011e-06,215.28336892218294,9250065.2256037,2.3273713608666217e-05
87.74687727732929,12.346938775510203,9131770.298272599,1.352086e-06,211.7828263380824,9253944.926619984,2.2885680433310765e-05
87.74735823528668,12.142857142857142,9135435.300267786,1.329204e-06,208.28228375398186,9257658.962947184,2.249837508463101e-05
87.74663426674712,11.938775510204081,9139998.33886389,1.306212e-06,204.78174116988134,9262283.05077322,2.2109207853757617e-05
87.74681652469926,11.73469387755102,9144817.537272645,1.283207e-06,201.2811985857808,9267166.725592932,2.171982058226134e-05
87.74724179289318,11.53061224489796,9149079.423676657,1.260303e-06,197.78065600168028,9271485.632089484,2.1332142857142855e-05
87.74699878255853,11.326530612244898,9153669.226043578,1.237376e-06,194.28011341757974,9276136.841760801,2.0944075829383884e-05
87.74693802994899,11.122448979591837,9157904.470487358,1.214519e-06,190.7795708334792,9280428.74985237,2.055719363574814e-05
87.74747974035269,10.918367346938776,9161679.445097454,1.191743e-06,187.27902824937868,9284254.230126204,2.0171682464454978e-05
87.74699878255853,10.714285714285715,9165374.145237207,1.168996e-06,183.77848566527814,9287998.361931633,1.9786662153012864e-05
87.74693802994899,10.510204081632654,9170423.542866888,1.146098e-06,180.27794308117763,9293115.315824628,1.9399085985104943e-05
87.74724179289318,10.306122448979592,9174616.94157513,1.12333e-06,176.77740049707705,9297364.818323476,1.9013710223425866e-05
87.74718104032502,10.10204081632653,9178350.026372459,1.100638e-06,173.2768579129765,9301147.848337648,1.862962085308057e-05
87.746092555064,9.89795918367347,9181686.628126679,1.078011e-06,169.776315328876,9304529.090732833,1.8246631685849696e-05
87.74705953515762,9.693877551020408,115042249.55678278,8.426363e-08,166.27577274477545,116581408.29870887,1.426263202437373e-06
87.74754049287014,9.489795918367347,115713159.78791417,8.201138e-08,162.7752301606749,117261294.6873065,1.388141164522681e-06
87.74687727732929,9.285714285714285,115093179.7038879,8.067997e-08,159.27468757657437,116633019.84400855,1.3656054502369668e-06
87.74712028774641,9.081632653061224,117094377.38665804,7.755823e-08,155.77414499247382,118660991.69817767,1.31276624915369e-06
87.74693802994899,8.877551020408163,117744666.04685332,7.539663e-08,152.2736024083733,119319980.61832067,1.2761785714285714e-06
87.74760124537731,8.673469387755102,118449208.99869063,7.322522e-08,148.77305982427276,120033949.70227519,1.2394248476641841e-06
87.74705953515762,8.46938775510204,119116328.59893094,7.110182e-08,145.27251724017222,120709994.74485146,1.2034837508463101e-06
87.74724179289318,8.26530612244898,119779546.01174216,6.900432e-08,141.7719746560717,121382085.39234525,1.1679810426540284e-06
87.74730254545103,8.061224489795919,120524463.26985706,6.688455e-08,138.27143207197116,122136968.9533989,1.1321013879485443e-06
87.74712028774641,7.857142857142858,119285448.92981109,6.586841e-08,134.77088948787065,120881377.74911219,1.1149019972918076e-06
87.74784425530292,7.653061224489796,121925111.28169934,6.276854e-08,131.27034690377008,123556356.3382984,1.062432972241029e-06
87.74754049287014,7.448979591836735,122631704.19085382,6.074269e-08,127.76980431966956,124272402.80610025,1.0281430264048747e-06
87.7479657602039,7.244897959183674,123353861.82510567,5.873264e-08,124.26926173556902,125004222.2406045,9.941205145565335e-07
87.74712028774641,7.040816326530612,124154648.5416714,5.671005e-08,120.76871915146847,125815722.74171436,9.598857481381177e-07
87.74735823528668,6.836734693877551,124838302.72258401,5.476472e-08,117.26817656736795,126508523.58233728,9.269587000677048e-07
87.74741898782479,6.63265306122449,125586033.70161884,5.281362e-08,113.76763398326742,127266258.50929059,8.939339878131347e-07
87.74760124537731,6.428571428571429,126332687.02466449,5.088605e-08,110.26709139916687,128022901.36221576,8.61307549085985e-07
87.7477227503608,6.224489795918368,127055685.48677273,4.899025e-08,106.76654881506634,128755572.87407434,8.292188557887609e-07
87.74730254545103,6.020408163265306,127779344.77125664,4.711566e-08,103.2660062309658,129488914.04949987,7.974891672308734e-07
87.74790500775862,5.816326530612245,128554563.56589466,4.524403e-08,99.76546364686527,130274504.55356874,7.658095802301963e-07
87.74730254545103,5.612244897959184,129358630.87652977,4.338516e-08,96.26492106276474,131089329.54005797,7.34345971563981e-07
87.74741898782479,5.408163265306122,130189569.96626252,4.154068e-08,92.76437847866418,131931385.82515934,7.031259309410968e-07
87.74802651263886,5.204081632653061,130917394.34832792,3.975088e-08,89.26383589456366,132668947.82331413,6.728314150304671e-07
87.74724179289318,5.0,131702331.65807968,3.79644e-08,85.76329331046313,133464386.86722726,6.425930941096817e-07
